一级学科代码,一级学科名称,评估结果,学校名称1,学校名称2,学校名称3,学校名称4,学校名称5,学校名称6,学校名称7,学校名称8,学校名称9,学校名称10,学校名称11,学校名称12,学校名称13,学校名称14,学校名称15,学校名称16,学校名称17,学校名称18,学校名称19,学校名称20,学校名称21,学校名称22,学校名称23,学校名称24,学校名称25,学校名称26,学校名称27
603,世界史,A+,北京大学,华东师范大学,,,,,,,,,,,,,,,,,,,,,,,,,
603,世界史,A-,首都师范大学,南开大学,东北师范大学,,,,,,,,,,,,,,,,,,,,,,,,
603,世界史,B+,北京师范大学,天津师范大学,复旦大学,南京大学,武汉大学,西北大学,,,,,,,,,,,,,,,,,,,,,
603,世界史,B,中国人民大学,吉林大学,上海师范大学,浙江大学,厦门大学,四川大学,,,,,,,,,,,,,,,,,,,,,
603,世界史,B-,清华大学,上海大学,福建师范大学,华中师范大学,中山大学,陕西师范大学,,,,,,,,,,,,,,,,,,,,,
603,世界史,C+,延边大学,山东大学,郑州大学,暨南大学,华南师范大学,云南大学,,,,,,,,,,,,,,,,,,,,,
603,世界史,C,哈尔滨师范大学,苏州科技大学,浙江师范大学,山东师范大学,河南大学,,,,,,,,,,,,,,,,,,,,,,
603,世界史,C-,河北师范大学,辽宁大学,聊城大学,湖南师范大学,广西师范大学,西南大学,,,,,,,,,,,,,,,,,,,,,
701,数学,A+,北京大学,复旦大学,山东大学,,,,,,,,,,,,,,,,,,,,,,,,
701,数学,A,清华大学,北京师范大学,南开大学,上海交通大学,中国科学技术大学,西安交通大学,,,,,,,,,,,,,,,,,,,,,
701,数学,A-,吉林大学,哈尔滨工业大学,同济大学,华东师范大学,南京大学,浙江大学,武汉大学,中山大学,四川大学,,,,,,,,,,,,,,,,,,
701,数学,B+,首都师范大学,大连理工大学,东北师范大学,上海大学,苏州大学,南京师范大学,浙江师范大学,厦门大学,华中科技大学,华中师范大学,湘潭大学,湖南大学,中南大学,湖南师范大学,华南理工大学,华南师范大学,重庆大学,陕西师范大学,兰州大学,国防科技大学,,,,,,,
701,数学,B,中国人民大学,北京工业大学,河北师范大学,上海师范大学,中国矿业大学,安徽大学,福州大学,福建师范大学,郑州大学,西南大学,云南大学,西北大学,,,,,,,,,,,,,,,
701,数学,B,西北工业大学,西北师范大学,新疆大学,广州大学,,,,,,,,,,,,,,,,,,,,,,,
701,数学,B-,北京交通大学,北京科技大学,山西大学,内蒙古大学,华东理工大学,南京航空航天大学,南京理工大学,南京信息工程大学,江苏师范大学,合肥工业大学,江西师范大学,山东师范大学,曲阜师范大学,湖北大学,四川师范大学,重庆师范大学,贵州大学,扬州大学,宁波大学,,,,,,,,
701,数学,C+,北方工业大学,东北大学,辽宁师范大学,东华大学,江苏大学,浙江理工大学,杭州师范大学,温州大学,南昌大学,中国海洋大学,河南大学,河南师范大学,暨南大学,汕头大学,广西大学,贵州师范大学,宁夏大学,中国石油大学,,,,,,,,,
701,数学,C,中国农业大学,华北电力大学,华北理工大学,中北大学,吉林师范大学,哈尔滨理工大学,哈尔滨师范大学,上海理工大学,浙江工业大学,,,,,,,,,,,,,,,,,,
701,数学,C,安徽师范大学,中国地质大学,长沙理工大学,桂林电子科技大学,西南交通大学,成都理工大学,云南师范大学,烟台大学,解放军理工大学,,,,,,,,,,,,,,,,,,
701,数学,C-,北京化工大学,中国民航大学,天津师范大学,河北大学,华北水利水电大学,山西师范大学,辽宁大学,沈阳师范大学,渤海大学,黑龙江大学,河海大学,集美大学,河南理工大学,信阳师范学院,湖北师范大学,广西民族大学,西南石油大学,西华师范大学,昆明理工大学,青岛大学,,,,,,,
702,物理学,A+,北京大学,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,,
702,物理学,A,清华大学,复旦大学,上海交通大学,南京大学,,,,,,,,,,,,,,,,,,,,,,,
702,物理学,A-,南开大学,吉林大学,浙江大学,武汉大学,华中科技大学,中山大学,,,,,,,,,,,,,,,,,,,,,
702,物理学,B+,北京师范大学,山西大学,东北师范大学,哈尔滨工业大学,同济大学,华东师范大学,厦门大学,山东大学,华中师范大学,华南师范大学,西安交通大学,兰州大学,国防科技大学,,,,,,,,,,,,,,
702,物理学,B,中国人民大学,大连理工大学,上海大学,苏州大学,河南师范大学,湖南大学,中南大学,湖南师范大学,四川大学,重庆大学,西北大学,西北工业大学,陕西师范大学,,,,,,,,,,,,,,
702,物理学,B-,北京工业大学,北京科技大学,河北师范大学,内蒙古大学,东北大学,长春理工大学,南京师范大学,福建师范大学,山东师范大学,郑州大学,湘潭大学,西北师范大学,,,,,,,,,,,,,,,
702,物理学,C+,北京交通大学,辽宁师范大学,上海师范大学,南京航空航天大学,浙江工业大学,浙江师范大学,南昌大学,曲阜师范大学,河南大学,华南理工大学,西南交通大学,云南大学,青岛大学,,,,,,,,,,,,,,
702,物理学,C,北京化工大学,天津师范大学,辽宁大学,吉林师范大学,华东理工大学,杭州师范大学,安徽师范大学,江西师范大学,广西大学,广西师范大学,西南大学,四川师范大学,宁波大学,,,,,,,,,,,,,,
702,物理学,C-,华北电力大学,哈尔滨师范大学,上海理工大学,东华大学,南京理工大学,中国矿业大学,安徽大学,中国海洋大学,济南大学,中国地质大学,湖北大学,贵州大学,中国石油大学,,,,,,,,,,,,,,
703,化学,A+,北京大学,清华大学,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,
703,化学,A,南开大学,吉林大学,复旦大学,厦门大学,,,,,,,,,,,,,,,,,,,,,,,
703,化学,A-,上海交通大学,南京大学,浙江大学,福州大学,武汉大学,湖南大学,中山大学,四川大学,,,,,,,,,,,,,,,,,,,
703,化学,B+,北京化工大学,北京师范大学,东北师范大学,同济大学,华东理工大学,华东师范大学,苏州大学,山东大学,郑州大学,华中科技大学,华中师范大学,西南大学,西北大学,陕西师范大学,兰州大学,,,,,,,,,,,,
703,化学,B,北京科技大学,山西大学,大连理工大学,东北大学,南京师范大学,安徽师范大学,青岛科技大学,山东师范大学,河南师范大学,中南大学,湖南师范大学,华南理工大学,华南师范大学,云南大学,扬州大学,,,,,,,,,,,,
703,化学,B-,河北大学,山西师范大学,内蒙古大学,黑龙江大学,东华大学,,,,,,,,,,,,,,,,,,,,,,
703,化学,B-,上海师范大学,安黴大学,南昌大学,江西师范大学,河南大学,湘潭大学,广西师范大学,西北工业大学,西北师范大学,新疆大学,中国石油大学,,,,,,,,,,,,,,,,
703,化学,C+,中国人民大学,中国农业大学,首都师范大学,辽宁大学,辽宁师范大学,哈尔滨工业大学,上海大学,浙江师范大学,杭州师范大学,温州大学,福建师范大学,中南民族大学,暨南大学,西安交通大学,海南师范大学,,,,,,,,,,,,
703,化学,C,天津师范大学,河北师范大学,延边大学,南京航空航天大学,南京工业大学,江苏大学,浙江理工大学,淮北师范大学,中国海洋大学,济南大学,曲阜师范大学,中国地质大学,湖北大学,湖南科技大学,汕头大学,重庆大学,,,,,,,,,,,
703,化学,C-,长春理工大学,吉林师范大学,哈尔滨师范大学,南京理工大学,中国矿业大学,江苏师范大学,华侨大学,武汉工程大学,,,,,,,,,,,,,,,,,,,
703,化学,C-,湖北师范大学,贵州大学,云南民族大学,大连大学,宁波大学,,,,,,,,,,,,,,,,,,,,,,
704,天文学,A+,南京大学,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,,
704,天文学,B-,北京大学,,,,,,,,,,,,,,,,,,,,,,,,,,
704,天文学,C+,上海交通大学,,,,,,,,,,,,,,,,,,,,,,,,,,
704,天文学,C-,北京师范大学,,,,,,,,,,,,,,,,,,,,,,,,,,
705,地理学,A+,北京大学,北京师范大学,,,,,,,,,,,,,,,,,,,,,,,,,
705,地理学,A,华东师范大学,,,,,,,,,,,,,,,,,,,,,,,,,,
705,地理学,A-,南京大学,南京师范大学,武汉大学,,,,,,,,,,,,,,,,,,,,,,,,
705,地理学,B+,首都师范大学,东北师范大学,福建师范大学,河南大学,中山大学,云南师范大学,兰州大学,,,,,,,,,,,,,,,,,,,,
705,地理学,B,华中师范大学,湖南师范大学,华南师范大学,西北大学,陕西师范大学,,,,,,,,,,,,,,,,,,,,,,
705,地理学,B-,辽宁师范大学,哈尔滨师范大学,山东师范大学,西南大学,贵州师范大学,西北师范大学,,,,,,,,,,,,,,,,,,,,,
705,地理学,C+,河北师范大学,浙江师范大学,安黴师范大学,中国海洋大学,青海师范大学,新疆大学,,,,,,,,,,,,,,,,,,,,,
705,地理学,C,天津师范大学,河海大学,江苏师范大学,江西师范大学,中国地质大学,湖北大学,,,,,,,,,,,,,,,,,,,,,
705,地理学,C-,内蒙古师范大学,上海师范大学,南京信息工程大学,四川师范大学,重庆师范大学,云南大学,广州大学,,,,,,,,,,,,,,,,,,,,
706,大气科学,A+,北京大学,南京信息工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
706,大气科学,B,南京大学,解放军理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
706,大气科学,B-,兰州大学,,,,,,,,,,,,,,,,,,,,,,,,,,
706,大气科学,C+,清华大学,中国海洋大学,,,,,,,,,,,,,,,,,,,,,,,,,
706,大气科学,C,中山大学,,,,,,,,,,,,,,,,,,,,,,,,,,
706,大气科学,C-,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,,,
707,海洋科学,A+,厦门大学,中国海洋大学,,,,,,,,,,,,,,,,,,,,,,,,,
707,海洋科学,B+,同济大学,中山大学,,,,,,,,,,,,,,,,,,,,,,,,,
707,海洋科学,B,浙江海洋大学,中国地质大学,,,,,,,,,,,,,,,,,,,,,,,,,
707,海洋科学,B-,上海海洋大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
707,海洋科学,C+,南京大学,河海大学,广东海洋大学,,,,,,,,,,,,,,,,,,,,,,,,
707,海洋科学,C,大连海洋大学,哈尔滨工业大学,,,,,,,,,,,,,,,,,,,,,,,,,
707,海洋科学,C-,华东师范大学,解放军理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
708,地球物理学,A+,中国科学技术大学,武汉大学,,,,,,,,,,,,,,,,,,,,,,,,,
708,地球物理学,B,北京大学,,,,,,,,,,,,,,,,,,,,,,,,,,
708,地球物理学,B-,中国地质大学,中国石油大学,,,,,,,,,,,,,,,,,,,,,,,,,
708,地球物理学,C+,同济大学,,,,,,,,,,,,,,,,,,,,,,,,,,
708,地球物理学,C,吉林大学,,,,,,,,,,,,,,,,,,,,,,,,,,
708,地球物理学,C-,长江大学,成都理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
709,地质学,A+,南京大学,中国地质大学,,,,,,,,,,,,,,,,,,,,,,,,,
709,地质学,B+,北京大学,西北大学,,,,,,,,,,,,,,,,,,,,,,,,,
709,地质学,B,吉林大学,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,,
709,地质学,B-,成都理工大学,中国石油大学,,,,,,,,,,,,,,,,,,,,,,,,,
709,地质学,C+,中国矿业大学,浙江大学,合肥工业大学,,,,,,,,,,,,,,,,,,,,,,,,
709,地质学,C,中南大学,中山大学,,,,,,,,,,,,,,,,,,,,,,,,,
709,地质学,C-,中国海洋大学,兰州大学,,,,,,,,,,,,,,,,,,,,,,,,,
710,生物学,A+,北京大学,清华大学,上海交通大学,,,,,,,,,,,,,,,,,,,,,,,,
710,生物学,A,中国农业大学,南京大学,中国科学技术大学,武汉大学,华中农业大学,,,,,,,,,,,,,,,,,,,,,,
710,生物学,A-,南开大学,东北师范大学,复旦大学,浙江大学,厦门大学,华中科技大学,中山大学,四川大学,,,,,,,,,,,,,,,,,,,
710,生物学,B+,首都医科大学,北京师范大学,首都师范大学,吉林大学,同济大学,华东师范大学,南京师范大学,山东大学,中国海洋大学,中南大学,暨南大学,云南大学,西北农林科技大学,陕西师范大学,兰州大学,第四军医大学,,,,,,,,,,,
710,生物学,B,北京林业大学,内蒙古大学,中国医科大学,大连医科大学,东北林业大学,哈尔滨医科大学,安徽农业大学,福建农林大学,河南大学,河南师范大学,华中师范大学,湖北大学,湖南农业大学,湖南师范大学,西南大学,西北大学,,,,,,,,,,,
710,生物学,B-,河北大学,河北农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
710,生物学,B-,河北师范大学,山西大学,山西医科大学,上海海洋大学,杭州师范大学,福建师范大学,南昌大学,山东师范大学,华南理工大学,华南师范大学,广西大学,四川农业大学,贵州大学,西安交通大学,,,,,,,,,,,,,
710,生物学,C+,河北医科大学,大连理工大学,辽宁师范大学,吉林农业大学,华东理工大学,上海师范大学,温州医科大学,浙江师范大学,安徽师范大学,湖南大学,中南林业科技大学,汕头大学,重庆大学,新疆大学,青岛大学,扬州大学,,,,,,,,,,,
710,生物学,C,天津师范大学,东北大学,延边大学,黑龙江大学,哈尔滨工业大学,哈尔滨师范大学,上海大学,苏州大学,江苏师范大学,浙江理工大学,浙江农林大学,中国计量大学,安徽大学,郑州大学,河南农业大学,昆明理工大学,,,,,,,,,,,
710,生物学,C-,北京工业大学,辽宁大学,锦州医科大学,沈阳师范大学,,,,,,,,,,,,,,,,,,,,,,,
710,生物学,C-,江苏科技大学,江苏大学,合肥工业大学,安徽医科大学,福州大学,中南民族大学,西南科技大学,重庆师范大学,云南师范大学,西北工业大学,宁夏大学,三峡大学,,,,,,,,,,,,,,,
711,系统科学,A+,北京交通大学,国防科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
711,系统科学,B,上海理工大学,,,,,,,,,,,,,,,,,,,,,,,,,,
711,系统科学,B-,北京师范大学,,,,,,,,,,,,,,,,,,,,,,,,,,
711,系统科学,C+,云南大学,青岛大学,,,,,,,,,,,,,,,,,,,,,,,,,
711,系统科学,C,四川大学,,,,,,,,,,,,,,,,,,,,,,,,,,
711,系统科学,C-,重庆师范大学,,,,,,,,,,,,,,,,,,,,,,,,,,
712,科学技术史,A+,北京科技大学,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,,
712,科学技术史,B+,内蒙古师范大学,上海交通大学,,,,,,,,,,,,,,,,,,,,,,,,,
712,科学技术史,B,北京大学,西北大学,,,,,,,,,,,,,,,,,,,,,,,,,
712,科学技术史,B-,山西大学,南京信息工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
712,科学技术史,C+,清华大学,广西民族大学,,,,,,,,,,,,,,,,,,,,,,,,,
712,科学技术史,C,哈尔滨工业大学,东华大学,,,,,,,,,,,,,,,,,,,,,,,,,
712,科学技术史,C-,首都师范大学,云南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
713,生态学,A+,浙江大学,中山大学,,,,,,,,,,,,,,,,,,,,,,,,,
713,生态学,A,北京大学,东北师范大学,兰州大学,,,,,,,,,,,,,,,,,,,,,,,,
713,生态学,A-,北京师范大学,复旦大学,华东师范大学,南京大学,云南大学,,,,,,,,,,,,,,,,,,,,,,
713,生态学,B+,清华大学,中国农业大学,南开大学,上海交通大学,中国科学技术大学,厦门大学,福建农林大学,武汉大学,四川大学,西北农林科技大学,,,,,,,,,,,,,,,,,
713,生态学,B,北京林业大学,首都师范大学,河北师范大学,内蒙古大学,东北林业大学,安徽大学,中国海洋大学,中南林业科技大学,重庆大学,西北大学,,,,,,,,,,,,,,,,,
713,生态学,B-,山西大学,安徽农业大学,安徽师范大学,福建师范大学,山东大学,湖南农业大学,湖南师范大学,暨南大学,华南师范大学,广西大学,,,,,,,,,,,,,,,,,
713,生态学,C+,中央民族大学,南京师范大学,浙江农林大学,杭州师范大学,华中农业大学,西南大学,西华师范大学,陕西师范大学,新疆大学,海南师范大学,,,,,,,,,,,,,,,,,
713,生态学,C,中国人民大学,河北大学,辽宁大学,沈阳师范大学,南京信息工程大学,南昌大学,河南大学,湖北大学,贵州大学,西南林业大学,,,,,,,,,,,,,,,,,
713,生态学,C-,河北农业大学,辽宁师范大学,吉林农业大学,黑龙江大学,浙江师范大学,华中师范大学,吉首大学,贵州师范大学,宁夏大学,三峡大学,,,,,,,,,,,,,,,,,
714,统计学,A+,北京大学,中国人民大学,,,,,,,,,,,,,,,,,,,,,,,,,
714,统计学,A,南开大学,东北师范大学,华东师范大学,厦门大学,,,,,,,,,,,,,,,,,,,,,,,
714,统计学,A-,北京师范大学,东北财经大学,上海财经大学,浙江工商大学,中国科学技术大学,江西财经大学,,,,,,,,,,,,,,,,,,,,,
714,统计学,B+,清华大学,北京交通大学,北京工业大学,首都师范大学,中央财经大学,对外经济贸易大学,首都经济贸易大学,吉林大学,复旦大学,山东大学,中南财经政法大学,中南大学,,,,,,,,,,,,,,,
714,统计学,B,山西财经大学,哈尔滨工业大学,上海交通大学,安黴大学,武汉大学,华中科技大学,华中师范大学,湖南大学,中山大学,云南大学,云南财经大学,西安交通大学,,,,,,,,,,,,,,,
714,统计学,B-,辽宁大学,南京大学,苏州大学,南京师范大学,江苏师范大学,安徽财经大学,曲阜师范大学,暨南大学,四川大学,重庆大学,西南大学,广州大学,,,,,,,,,,,,,,,
714,统计学,C+,吉林财经大学,南京财经大学,,,,,,,,,,,,,,,,,,,,,,,,,
714,统计学,C+,福建师范大学,山东财经大学,河南大学,湘潭大学,湖南师范大学,西北大学,兰州财经大学,浙江财经大学,西安财经学院,重庆工商大学,,,,,,,,,,,,,,,,,
714,统计学,C,中央民族大学,河北大学,长春工业大学,上海大学,中国矿业大学,郑州大学,河南师范大学,桂林理工大学,西南交通大学,成都信息工程大学,新疆财经大学,河北经贸大学,,,,,,,,,,,,,,,
714,统计学,C-,北京科技大学,北方工业大学,北京林业大学,内蒙古财经大学,江苏大学,安徽师范大学,福建农林大学,中国地质大学,长沙理工大学,广东财经大学,广西大学,广西师范大学,贵州财经大学,,,,,,,,,,,,,,
801,力学,A+,北京大学,清华大学,,,,,,,,,,,,,,,,,,,,,,,,,
801,力学,A,哈尔滨工业大学,西安交通大学,,,,,,,,,,,,,,,,,,,,,,,,,
801,力学,A-,北京航空航天大学,天津大学,大连理工大学,南京航空航天大学,,,,,,,,,,,,,,,,,,,,,,,
801,力学,B+,北京理工大学,同济大学,上海交通大学,上海大学,浙江大学,中国科学技术大学,华中科技大学,西北工业大学,,,,,,,,,,,,,,,,,,,
801,力学,B,北京交通大学,哈尔滨工程大学,南京理工大学,中国矿业大学,河海大学,西南交通大学,兰州大学,国防科技大学,,,,,,,,,,,,,,,,,,,
801,力学,B-,北京工业大学,北京科技大学,东南大学,武汉理工大学,湖南大学,中山大学,四川大学,重庆大学,,,,,,,,,,,,,,,,,,,
801,力学,C+,太原理工大学,辽宁工程技术大学,复旦大学,武汉大学,湘潭大学,暨南大学,华南理工大学,昆明理工大学,中国石油大学,,,,,,,,,,,,,,,,,,
801,力学,C,东北大学,吉林大学,江苏大学,山东大学,郑州大学,中南大学,宁波大学,,,,,,,,,,,,,,,,,,,,
801,力学,C-,石家庄铁道大学,内蒙古工业大学,,,,,,,,,,,,,,,,,,,,,,,,,
801,力学,C-,大连交通大学,燕山大学,合肥工业大学,厦门大学,南昌大学,长安大学,,,,,,,,,,,,,,,,,,,,,
802,机械工程,A+,清华大学,哈尔滨工业大学,上海交通大学,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,
802,机械工程,A,北京理工大学,天津大学,大连理工大学,浙江大学,西安交通大学,,,,,,,,,,,,,,,,,,,,,,
802,机械工程,A-,北京航空航天大学,吉林大学,燕山大学,同济大学,南京航空航天大学,湖南大学,中南大学,华南理工大学,重庆大学,国防科技大学,,,,,,,,,,,,,,,,,
802,机械工程,B+,北京交通大学,北京工业大学,北京科技大学,太原理工大学,东北大学,上海大学,东南大学,南京理工大学,中国矿业大学,江苏大学,浙江工业大学,合肥工业大学,山东大学,武汉理工大学,西南交通大学,西北工业大学,西安电子科技大学,广东工业大学,,,,,,,,,
802,机械工程,B,中国农业大学,河北工业大学,太原科技大学,大连交通大学,沈阳建筑大学,长春理工大学,哈尔滨理工大学,哈尔滨工程大学,华东理工大学,上海理工大学,东华大学,浙江理工大学,福州大学,,,,,,,,,,,,,,
802,机械工程,B,武汉大学,武汉科技大学,四川大学,电子科技大学,西南石油大学,西安理工大学,中国石油大学,解放军理工大学,,,,,,,,,,,,,,,,,,,
802,机械工程,B-,北京化工大学,中北大学,沈阳工业大学,长春工业大学,厦门大学,华侨大学,南昌大学,山东科技大学,山东理工大学,河南科技大学,湖南科技大学,桂林电子科技大学,贵州大学,昆明理工大学,长安大学,兰州理工大学,兰州交通大学,,,,,,,,,,
802,机械工程,C+,北京邮电大学,北京林业大学,天津工业大学,沈阳理工大学,辽宁工程技术大学,东北林业大学,江南大学,南京林业大学,杭州电子科技大学,青岛科技大学,青岛理工大学,河南理工大学,西安工业大学,西安建筑科技大学,西安科技大学,新疆大学,上海工程技术大学,重庆理工大学,火箭军工程大学,,,,,,,,
802,机械工程,C,北方工业大学,天津科技大学,华北电力大学,石家庄铁道大学,沈阳航空航天大学,辽宁科技大学,,,,,,,,,,,,,,,,,,,,,
802,机械工程,C,东北石油大学,苏州大学,河海大学,南通大学,安徽工业大学,安徽理工大学,郑州大学,郑州轻工业学院,中国地质大学,武汉纺织大学,湖北工业大学,湘潭大学,长沙理工大学,广西大学,北京信息科技大学,,,,,,,,,,,,
802,机械工程,C-,天津职业技术师范大学,华北理工大学,大连海事大学,上海海事大学,上海应用技术大学,江苏科技大学,南京工业大学,常州大学,济南大学,山东建筑大学,齐鲁工业大学,深圳大学,重庆交通大学,西华大学,陕西科技大学,青岛大学,广州大学,,,,,,,,,,
803,光学工程,A+,浙江大学,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
803,光学工程,A,天津大学,国防科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
803,光学工程,A-,北京理工大学,长春理工大学,哈尔滨工业大学,电子科技大学,,,,,,,,,,,,,,,,,,,,,,,
803,光学工程,B+,清华大学,北京工业大学,北京航空航天大学,南开大学,上海理工大学,苏州大学,南京理工大学,南京邮电大学,深圳大学,,,,,,,,,,,,,,,,,,
803,光学工程,B,北京交通大学,哈尔滨工程大学,复旦大学,南京大学,东南大学,四川大学,西安电子科技大学,,,,,,,,,,,,,,,,,,,,
803,光学工程,B-,北京邮电大学,河北大学,中国计量大学,中国科学技术大学,山东大学,中山大学,西北工业大学,西安工业大学,,,,,,,,,,,,,,,,,,,
803,光学工程,C+,山西大学,太原理工大学,大连理工大学,燕山大学,南京航空航天大学,福建师范大学,暨南大学,重庆大学,,,,,,,,,,,,,,,,,,,
803,光学工程,C,江南大学,江苏大学,江苏师范大学,厦门大学,华侨大学,南昌航空大学,武汉大学,解放军理工大学,,,,,,,,,,,,,,,,,,,
803,光学工程,C-,天津理工大学,大连工业大学,,,,,,,,,,,,,,,,,,,,,,,,,
803,光学工程,C-,南京信息工程大学,苏州科技大学,安徽大学,合肥工业大学,中国海洋大学,云南师范大学,西北大学,,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,A,天津大学,,,,,,,,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,A-,哈尔滨工业大学,上海交通大学,东南大学,重庆大学,,,,,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,B+,中北大学,吉林大学,中国科学技术大学,合肥工业大学,电子科技大学,西安交通大学,国防科技大学,,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,B,北京理工大学,大连理工大学,沈阳工业大学,长春理工大学,中国计量大学,厦门大学,西安电子科技大学,,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,B-,哈尔滨理工大学,燕山大学,哈尔滨工程大学,南京航空航天大学,南京理工大学,桂林电子科技大学,西北工业大学,西安理工大学,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,C+,北京工业大学,北京科技大学,上海理工大学,江苏大学,南昌航空大学,武汉大学,四川大学,北京信息科技大学,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,C,上海大学,中国地质大学,武汉理工大学,重庆理工大学,解放军信息工程大学,海军航空工程学院,,,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,C-,天津科技大学,河北大学,河北工业大学,东北石油大学,南京邮电大学,湖北工业大学,西南石油大学,,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,C-,广东工业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
804,仪器科学与技术,A+    ,清华大学,北京航空航天大学,,,,,,,,,,,,,,,,,,,,,,,,,
805,材料科学与工程,A+,清华大学,北京航空航天大学,武汉理工大学,,,,,,,,,,,,,,,,,,,,,,,,
805,材料科学与工程,A,北京科技大学,哈尔滨工业大学,上海交通大学,浙江大学,西北工业大学,,,,,,,,,,,,,,,,,,,,,,
805,材料科学与工程,A-,北京理工大学,北京化工大学,天津大学,东北大学,中国科学技术大学,中南大学,华南理工大学,四川大学,西安交通大学,,,,,,,,,,,,,,,,,,
805,材料科学与工程,B+,北京工业大学,大连理工大学,吉林大学,燕山大学,复旦大学,同济大学,华东理工大学,东华大学,上海大学,南京大学,苏州大学,南京工业大学,山东大学,郑州大学,华中科技大学,重庆大学,国防科技大学,,,,,,,,,,
