一级学科代码,一级学科名称,评估结果,学校名称1,学校名称2,学校名称3,学校名称4,学校名称5,学校名称6,学校名称7,学校名称8,学校名称9,学校名称10,学校名称11,学校名称12,学校名称13,学校名称14,学校名称15,学校名称16,学校名称17,学校名称18,学校名称19,学校名称20,学校名称21,学校名称22,学校名称23,学校名称24,学校名称25,学校名称26,学校名称27
823,交通运输工程,B+,大连海事大学,哈尔滨工业大学,武汉理工大学,中南大学,长安大学,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,B,吉林大学,上海海事大学,南京航空航天大学,长沙理工大学,重庆交通大学,兰州交通大学,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,B-,北京工业大学,华东交通大学,华南理工大学,西北工业大学,,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,C+,中国民航大学,石家庄铁道大学,东北林业大学,上海交通大学,江苏大学,空军工程大学,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,C,北京建筑大学,大连理工大学,大连交通大学,湖南大学,中山大学,,,,,,,,,,,,,,,,,,,,,,
823,交通运输工程,C-,清华大学,上海理工大学,河海大学,南京林业大学,昆明理工大学,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,A+,哈尔滨工程大学,上海交通大学,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,B+,海军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,B,天津大学,大连海事大学,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,B-,武汉理工大学,西北工业大学,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,C+,大连理工大学,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,C,江苏科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,
824,船舶与海洋工程,C-,上海海事大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,A+,北京航空航天大学,西北工业大学,,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,B+,哈尔滨工业大学,南京航空航天大学,国防科技大学,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,B,北京理工大学,空军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,B-,清华大学,沈阳航空航天大学,海军航空工程学院,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,C+,上海交通大学,火箭军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,C,南京理工大学,西安交通大学,装备学院,,,,,,,,,,,,,,,,,,,,,,,,
825,航空宇航科学与技术,C-,中国民航大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,A+,北京理工大学,南京理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,B,西北工业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,B-,空军工程大学,火箭军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,C+,解放军理工大学,,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,C,装备学院,,,,,,,,,,,,,,,,,,,,,,,,,,
826,兵器科学与技术,C-,中北大学,海军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,A+,清华大学,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,B+,北京大学,哈尔滨工程大学,西安交通大学,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,B,上海交通大学,,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,B-,南华大学,四川大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,C+,兰州大学,海军工程大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,C,北京师范大学,东华理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
827,核科学与技术,C-,南京航空航天大学,成都理工大学,,,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,A+,中国农业大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,A-,江苏大学,,,,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,B+,吉林大学,东北农业大学,华南农业大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,B,河海大学,南京农业大学,河南农业大学,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,B-,内蒙古农业大学,沈阳农业大学,石河子大学,,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,C+,黑龙江八一农垦大学,山东理工大学,西南大学,云南师范大学,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,C,河北农业大学,青岛农业大学,甘肃农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,,
828,农业工程,C-,华北水利水电大学,云南农业大学,西安理工大学,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,A+,东北林业大学,南京林业大学,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,B,北京林业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,B-,福建农林大学,中南林业科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,C+,浙江农林大学,,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,C,西南林业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
829,林业工程,C-,内蒙古农业大学,北华大学,,,,,,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,A+,清华大学,哈尔滨工业大学,同济大学,,,,,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,A,北京大学,北京师范大学,南京大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,A-,北京工业大学,南开大学,天津大学,大连理工大学,上海交通大学,河海大学,中国科学技术大学,华南理工大学,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,B+,北京科技大学,复旦大学,华东理工大学,东南大学,厦门大学,山东大学,中国海洋大学,武汉大学,华中科技大学,中国地质大学,湖南大学,中山大学,四川大学,重庆大学,昆明理工大学,西安建筑科技大学,,,,,,,,,,,
830,环境科学与工程,B,北京化工大学,中国农业大学,山西大学,大连海事大学,吉林大学,东华大学,华东师范大学,上海大学,南京理工大学,中国矿业大学,江苏大学,浙江工业大学,武汉理工大学,桂林理工大学,兰州交通大学,,,,,,,,,,,,
830,环境科学与工程,B-,北京航空航天大学,北京林业大学,华北电力大学,太原理工大学,,,,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,B-,上海师范大学,江南大学,南京信息工程大学,南昌大学,南昌航空大学,河南师范大学,中南大学,西南科技大学,西安交通大学,西安理工大学,长安大学,西北农林科技大学,中国石油大学,,,,,,,,,,,,,,
830,环境科学与工程,C+,中国人民大学,北京建筑大学,天津工业大学,东北大学,南京工业大学,南京农业大学,苏州科技大学,合肥工业大学,安徽理工大学,济南大学,暨南大学,兰州大学,重庆工商大学,广东工业大学,,,,,,,,,,,,,
830,环境科学与工程,C,北京交通大学,北京工商大学,河北科技大学,上海理工大学,常州大学,南京林业大学,浙江工商大学,福州大学,青岛理工大学,郑州大学,武汉纺织大学,华中农业大学,湘潭大学,广西大学,西南交通大学,沈阳大学,,,,,,,,,,,
830,环境科学与工程,C-,天津科技大学,内蒙古大学,大连交通大学,吉林建筑大学,燕山大学,哈尔滨商业大学,上海海洋大学,,,,,,,,,,,,,,,,,,,,
830,环境科学与工程,C-,安徽大学,福建师范大学,青岛科技大学,中南林业科技大学,华南农业大学,广西师范大学,西南大学,西北大学,陕西科技大学,青岛大学,广州大学,,,,,,,,,,,,,,,,
831,生物医学工程,A+,东南大学,华中科技大学,,,,,,,,,,,,,,,,,,,,,,,,,
831,生物医学工程,A,上海交通大学,,,,,,,,,,,,,,,,,,,,,,,,,,
831,生物医学工程,A-,清华大学,北京航空航天大学,浙江大学,四川大学,,,,,,,,,,,,,,,,,,,,,,,
831,生物医学工程,B+,北京大学,天津大学,复旦大学,华南理工大学,重庆大学,电子科技大学,西安交通大学,,,,,,,,,,,,,,,,,,,,
831,生物医学工程,B,北京工业大学,北京理工大学,哈尔滨工业大学,上海理工大学,深圳大学,南方医科大学,第四军医大学,,,,,,,,,,,,,,,,,,,,
831,生物医学工程,B-,首都医科大学,大连理工大学,东北大学,哈尔滨医科大学,同济大学,中国科学技术大学,中山大学,暨南大学,,,,,,,,,,,,,,,,,,,
831,生物医学工程,C+,天津医科大学,南京大学,温州医科大学,山东大学,西北工业大学,西安电子科技大学,,,,,,,,,,,,,,,,,,,,,
831,生物医学工程,C,太原理工大学,苏州大学,厦门大学,武汉大学,西南交通大学,湖南工业大学,国防科技大学,,,,,,,,,,,,,,,,,,,,
831,生物医学工程,C-,北京邮电大学,河北工业大学,吉林大学,长春理工大学,哈尔滨工程大学,东华大学,南京航空航天大学,,,,,,,,,,,,,,,,,,,,
832,食品科学与工程,A+,中国农业大学,江南大学,,,,,,,,,,,,,,,,,,,,,,,,,
832,食品科学与工程,A,南昌大学,,,,,,,,,,,,,,,,,,,,,,,,,,
832,食品科学与工程,A-,南京农业大学,浙江大学,华中农业大学,华南理工大学,,,,,,,,,,,,,,,,,,,,,,,
832,食品科学与工程,B+,天津科技大学,大连工业大学,东北农业大学,上海海洋大学,江苏大学,中国海洋大学,华南农业大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,
832,食品科学与工程,B,北京工商大学,内蒙古农业大学,沈阳农业大学,吉林大学,浙江工商大学,合肥工业大学,福建农林大学,西南大学,,,,,,,,,,,,,,,,,,,
832,食品科学与工程,B-,河北农业大学,吉林农业大学,哈尔滨商业大学,上海交通大学,南京财经大学,河南工业大学,武汉轻工大学,广东海洋大学,,,,,,,,,,,,,,,,,,,
832,食品科学与工程,C+,哈尔滨工业大学,黑龙江八一农垦大学,浙江工业大学,集美大学,郑州轻工业学院,河南农业大学,中南林业科技大学,暨南大学,四川大学,,,,,,,,,,,,,,,,,,
832,食品科学与工程,C,渤海大学,福州大学,河南科技大学,海南大学,西华大学,四川农业大学,云南农业大学,陕西科技大学,宁波大学,,,,,,,,,,,,,,,,,,
832,食品科学与工程,C-,上海理工大学,,,,,,,,,,,,,,,,,,,,,,,,,,
832,食品科学与工程,C-,安徽农业大学,青岛农业大学,长沙理工大学,甘肃农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,
833,城乡规划学,A+,清华大学,同济大学,,,,,,,,,,,,,,,,,,,,,,,,,
833,城乡规划学,A-,天津大学,哈尔滨工业大学,东南大学,,,,,,,,,,,,,,,,,,,,,,,,
833,城乡规划学,B+,南京大学,华中科技大学,华南理工大学,重庆大学,西安建筑科技大学,,,,,,,,,,,,,,,,,,,,,,
833,城乡规划学,B,大连理工大学,沈阳建筑大学,苏州科技大学,武汉大学,湖南大学,,,,,,,,,,,,,,,,,,,,,,
833,城乡规划学,B-,北京建筑大学,山东建筑大学,深圳大学,长安大学,安徽建筑大学,,,,,,,,,,,,,,,,,,,,,,
833,城乡规划学,C+,南京工业大学,合肥工业大学,四川大学,西南交通大学,西北大学,,,,,,,,,,,,,,,,,,,,,,
833,城乡规划学,C,北京交通大学,北京工业大学,中国矿业大学,福州大学,天津城建大学,,,,,,,,,,,,,,,,,,,,,,
833,城乡规划学,C-,北京林业大学,吉林建筑大学,郑州大学,武汉理工大学,昆明理工大学,,,,,,,,,,,,,,,,,,,,,,
834,风景园林学,A+,清华大学,北京林业大学,,,,,,,,,,,,,,,,,,,,,,,,,
834,风景园林学,A-,同济大学,东南大学,南京林业大学,,,,,,,,,,,,,,,,,,,,,,,,
834,风景园林学,B+,天津大学,东北林业大学,福建农林大学,华中农业大学,华南理工大学,西安建筑科技大学,,,,,,,,,,,,,,,,,,,,,
834,风景园林学,B,哈尔滨工业大学,浙江农林大学,重庆大学,四川农业大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,
834,风景园林学,B-,沈阳建筑大学,上海交通大学,河南农业大学,华中科技大学,中南林业科技大学,华南农业大学,西南林业大学,,,,,,,,,,,,,,,,,,,,
834,风景园林学,C+,河北农业大学,东北农业大学,苏州大学,南京农业大学,西南大学,,,,,,,,,,,,,,,,,,,,,,
834,风景园林学,C,北京建筑大学,沈阳农业大学,北华大学,苏州科技大学,江西农业大学,四川大学,,,,,,,,,,,,,,,,,,,,,
834,风景园林学,C-,安徽农业大学,青岛理工大学,青岛农业大学,长江大学,海南大学,,,,,,,,,,,,,,,,,,,,,,
835,软件工程,A+,北京航空航天大学,浙江大学,国防科技大学,,,,,,,,,,,,,,,,,,,,,,,,
835,软件工程,A,北京大学,清华大学,华东师范大学,南京大学,武汉大学,,,,,,,,,,,,,,,,,,,,,,
835,软件工程,A-,天津大学,东北大学,哈尔滨工业大学,同济大学,上海交通大学,苏州大学,中国科学技术大学,四川大学,,,,,,,,,,,,,,,,,,,
835,软件工程,B+,北京交通大学,北京工业大学,北京理工大学,北京邮电大学,大连理工大学,吉林大学,复旦大学,东南大学,南京航空航天大学,山东大学,华南理工大学,重庆大学,电子科技大学,西北大学,西北工业大学,西安电子科技大学,解放军理工大学,,,,,,,,,,
835,软件工程,B,中国人民大学,南开大学,哈尔滨工程大学,南京理工大学,南京邮电大学,河海大学,江南大学,浙江工业大学,合肥工业大学,厦门大学,中国海洋大学,郑州大学,中国地质大学,中山大学,西安交通大学,解放军信息工程大学,,,,,,,,,,,
835,软件工程,B-,首都师范大学,,,,,,,,,,,,,,,,,,,,,,,,,,
835,软件工程,B-,天津理工大学,华北电力大学,燕山大学,东华大学,上海大学,浙江师范大学,安徽大学,福州大学,武汉理工大学,广西师范大学,西南交通大学,重庆邮电大学,西南大学,贵州大学,云南大学,大连大学,北京联合大学,,,,,,,,,,
835,软件工程,C+,天津工业大学,河北大学,山西大学,辽宁科技大学,哈尔滨理工大学,江苏大学,南京信息工程大学,杭州电子科技大学,浙江理工大学,南昌航空大学,广西大学,桂林电子科技大学,成都信息工程大学,新疆大学,广东工业大学,,,,,,,,,,,,
835,软件工程,C,北方工业大学,北京化工大学,辽宁工程技术大学,大连交通大学,大连海事大学,长春理工大学,上海理工大学,华侨大学,青岛科技大学,河南理工大学,郑州轻工业学院,武汉科技大学,华中师范大学,湘潭大学,南华大学,西南石油大学,陕西科技大学,青岛大学,,,,,,,,,
835,软件工程,C,西安邮电大学,,,,,,,,,,,,,,,,,,,,,,,,,,
835,软件工程,C-,太原理工大学,内蒙古大学,黑龙江大学,江苏科技大学,中国矿业大学,南京工业大学,南京财经大学,淮北师范大学,福建师范大学,聊城大学,湖南科技大学,桂林理工大学,西华大学,四川师范大学,昆明理工大学,长安大学,海军航空工程学院,,,,,,,,,,
837,安全科学与工程,A+,中国矿业大学,中国科学技术大学,,,,,,,,,,,,,,,,,,,,,,,,,
837,安全科学与工程,A-,河南理工大学,中南大学,西安科技大学,,,,,,,,,,,,,,,,,,,,,,,,
837,安全科学与工程,B+,清华大学,北京理工大学,北京科技大学,南京工业大学,中国石油大学,,,,,,,,,,,,,,,,,,,,,,
837,安全科学与工程,B,辽宁工程技术大学,安徽理工大学,山东科技大学,中国地质大学,重庆大学,,,,,,,,,,,,,,,,,,,,,,
837,安全科学与工程,B-,北京交通大学,太原理工大学,东北大学,武汉科技大学,武汉理工大学,,,,,,,,,,,,,,,,,,,,,,
837,安全科学与工程,C+,北京化工大学,中国民航大学,南京理工大学,湖南科技大学,南华大学,华南理工大学,,,,,,,,,,,,,,,,,,,,,
837,安全科学与工程,C,中北大学,大连理工大学,沈阳航空航天大学,黑龙江科技大学,华东理工大学,,,,,,,,,,,,,,,,,,,,,,
837,安全科学与工程,C-,辽宁石油化工大学,常州大学,青岛科技大学,郑州大学,昆明理工大学,,,,,,,,,,,,,,,,,,,,,,
901,作物学,A+,中国农业大学,南京农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
901,作物学,A-,浙江大学,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
901,作物学,B+,山东农业大学,湖南农业大学,四川农业大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,
901,作物学,B,沈阳农业大学,河南农业大学,华南农业大学,西南大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,
901,作物学,B-,河北农业大学,吉林农业大学,东北农业大学,,,,,,,,,,,,,,,,,,,,,,,,
901,作物学,C+,山西农业大学,安徽农业大学,福建农林大学,云南农业大学,甘肃农业大学,,,,,,,,,,,,,,,,,,,,,,
901,作物学,C,江西农业大学,广西大学,青海大学,石河子大学,,,,,,,,,,,,,,,,,,,,,,,
901,作物学,C-,内蒙古农业大学,黑龙江八一农垦大学,长江大学,海南大学,,,,,,,,,,,,,,,,,,,,,,,
902,园艺学,A+,浙江大学,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
902,园艺学,A-,南京农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
902,园艺学,B+,中国农业大学,沈阳农业大学,山东农业大学,湖南农业大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,
902,园艺学,B,上海交通大学,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
902,园艺学,B-,河北农业大学,安徽农业大学,福建农林大学,西南大学,,,,,,,,,,,,,,,,,,,,,,,
902,园艺学,C+,北京农学院,东北农业大学,四川农业大学,甘肃农业大学,,,,,,,,,,,,,,,,,,,,,,,
902,园艺学,C,山西农业大学,海南大学,石河子大学,,,,,,,,,,,,,,,,,,,,,,,,
902,园艺学,C-,河南农业大学,云南农业大学,新疆农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,,
903,农业资源与环境,A+,南京农业大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
903,农业资源与环境,A-,中国农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
903,农业资源与环境,B+,华中农业大学,西南大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,,
903,农业资源与环境,B,沈阳农业大学,湖南农业大学,华南农业大学,四川农业大学,,,,,,,,,,,,,,,,,,,,,,,
903,农业资源与环境,B-,吉林农业大学,福建农林大学,山东农业大学,,,,,,,,,,,,,,,,,,,,,,,,
903,农业资源与环境,C+,河北农业大学,山西农业大学,东北农业大学,浙江农林大学,,,,,,,,,,,,,,,,,,,,,,,
903,农业资源与环境,C,内蒙古农业大学,河南农业大学,云南农业大学,,,,,,,,,,,,,,,,,,,,,,,,
903,农业资源与环境,C-,安徽农业大学,青岛农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,,,
904,植物保护,A+,南京农业大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
904,植物保护,A-,中国农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
904,植物保护,B+,福建农林大学,华中农业大学,贵州大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,
904,植物保护,B,山东农业大学,华南农业大学,西南大学,云南农业大学,,,,,,,,,,,,,,,,,,,,,,,
904,植物保护,B-,沈阳农业大学,吉林农业大学,湖南农业大学,,,,,,,,,,,,,,,,,,,,,,,,
904,植物保护,C+,河北农业大学,安徽农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,,,
904,植物保护,C,东北农业大学,河南农业大学,广西大学,四川农业大学,,,,,,,,,,,,,,,,,,,,,,,
904,植物保护,C-,山西农业大学,吉林大学,青岛农业大学,,,,,,,,,,,,,,,,,,,,,,,,
905,畜牧学,A+,中国农业大学,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
905,畜牧学,A-,浙江大学,四川农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
905,畜牧学,B+,南京农业大学,华南农业大学,西南大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,
905,畜牧学,B,内蒙古农业大学,东北农业大学,江西农业大学,云南农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,
905,畜牧学,B-,吉林大学,山东农业大学,湖南农业大学,甘肃农业大学,,,,,,,,,,,,,,,,,,,,,,,
905,畜牧学,C+,河北农业大学,山西农业大学,吉林农业大学,河南农业大学,广西大学,,,,,,,,,,,,,,,,,,,,,,
905,畜牧学,C,安徽农业大学,福建农林大学,新疆农业大学,石河子大学,,,,,,,,,,,,,,,,,,,,,,,
905,畜牧学,C-,上海交通大学,青岛农业大学,西南民族大学,兰州大学,,,,,,,,,,,,,,,,,,,,,,,
906,兽医学,A+,中国农业大学,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
906,兽医学,A-,华南农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,,,,
906,兽医学,B+,吉林大学,东北农业大学,南京农业大学,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,
906,兽医学,B,吉林农业大学,浙江大学,河南农业大学,四川农业大学,,,,,,,,,,,,,,,,,,,,,,,
906,兽医学,B-,山西农业大学,山东农业大学,湖南农业大学,甘肃农业大学,,,,,,,,,,,,,,,,,,,,,,,
906,兽医学,C+,内蒙古农业大学,沈阳农业大学,黑龙江八一农垦大学,广西大学,,,,,,,,,,,,,,,,,,,,,,,
906,兽医学,C,河北农业大学,江西农业大学,青岛农业大学,西南大学,,,,,,,,,,,,,,,,,,,,,,,
906,兽医学,C-,北京农学院,福建农林大学,新疆农业大学,石河子大学,,,,,,,,,,,,,,,,,,,,,,,
907,林学,A+,北京林业大学,南京林业大学,,,,,,,,,,,,,,,,,,,,,,,,,
907,林学,A-,西北农林科技大学,,,,,,,,,,,,,,,,,,,,,,,,,,
907,林学,B+,东北林业大学,浙江农林大学,福建农林大学,,,,,,,,,,,,,,,,,,,,,,,,
907,林学,B,中南林业科技大学,四川农业大学,西南林业大学,,,,,,,,,,,,,,,,,,,,,,,,
907,林学,B-,河北农业大学,江西农业大学,山东农业大学,,,,,,,,,,,,,,,,,,,,,,,,
907,林学,C+,内蒙古农业大学,北华大学,华南农业大学,,,,,,,,,,,,,,,,,,,,,,,,
907,林学,C,安徽农业大学,河南农业大学,贵州大学,,,,,,,,,,,,,,,,,,,,,,,,
907,林学,C-,沈阳农业大学,华中农业大学,甘肃农业大学,,,,,,,,,,,,,,,,,,,,,,,,
908,水产,A+,上海海洋大学,中国海洋大学,,,,,,,,,,,,,,,,,,,,,,,,,
908,水产,B+,华中农业大学,,,,,,,,,,,,,,,,,,,,,,,,,,
908,水产,B,大连海洋大学,宁波大学,,,,,,,,,,,,,,,,,,,,,,,,,
908,水产,B-,南京农业大学,广东海洋大学,,,,,,,,,,,,,,,,,,,,,,,,,
908,水产,C+,浙江海洋大学,集美大学,,,,,,,,,,,,,,,,,,,,,,,,,
908,水产,C,天津农学院,西南大学,,,,,,,,,,,,,,,,,,,,,,,,,
908,水产,C-,湖南农业大学,海南大学,,,,,,,,,,,,,,,,,,,,,,,,,
909,草学,A+,中国农业大学,兰州大学,,,,,,,,,,,,,,,,,,,,,,,,,
909,草学,B+,内蒙古农业大学,西北农林科技大学,甘肃农业大学,,,,,,,,,,,,,,,,,,,,,,,,
909,草学,B,四川农业大学,新疆农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
909,草学,B-,华南农业大学,青海大学,宁夏大学,,,,,,,,,,,,,,,,,,,,,,,,
909,草学,C+,北京林业大学,东北农业大学,南京农业大学,,,,,,,,,,,,,,,,,,,,,,,,
909,草学,C,湖南农业大学,云南农业大学,,,,,,,,,,,,,,,,,,,,,,,,,
909,草学,C-,山西农业大学,河南农业大学,扬州大学,,,,,,,,,,,,,,,,,,,,,,,,
1001,基础医学,A+,北京大学,北京协和医学院,,,,,,,,,,,,,,,,,,,,,,,,,
1001,基础医学,A,复旦大学,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,基础医学,A-,上海交通大学,浙江大学,中山大学,第二军医大学,,,,,,,,,,,,,,,,,,,,,,,
1001,基础医学,B+,天津医科大学,苏州大学,南京医科大学,山东大学,华中科技大学,中南大学,四川大学,南方医科大学,,,,,,,,,,,,,,,,,,,
1001,基础医学,B,首都医科大学,中国医科大学,大连医科大学,吉林大学,同济大学,武汉大学,西安交通大学,第四军医大学,,,,,,,,,,,,,,,,,,,
1001,基础医学,B-,南开大学,河北医科大学,哈尔滨医科大学,南通大学,郑州大学,暨南大学,重庆医科大学,兰州大学,,,,,,,,,,,,,,,,,,,
1001,基础医学,C+,徐州医科大学,安徽医科大学,厦门大学,南昌大学,南华大学,广西医科大学,贵州医科大学,青岛大学,,,,,,,,,,,,,,,,,,,
1001,基础医学,C,山西医科大学,新乡医学院,汕头大学,广州医科大学,昆明医科大学,宁夏医科大学,石河子大学,,,,,,,,,,,,,,,,,,,,
1001,基础医学,C-,华北理工大学,锦州医科大学,江苏大学,温州医科大学,,,,,,,,,,,,,,,,,,,,,,,
1001,基础医学,C-,蚌埠医学院,湖南师范大学,桂林医学院,新疆医科大学,,,,,,,,,,,,,,,,,,,,,,,
1002,临床医学,A+,上海交通大学,浙江大学,,,,,,,,,,,,,,,,,,,,,,,,,
